Hyperparameters,Results,Classes in task
"{'Name Experiment': 'Learning AGEM with GRU Model; no TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552dd47dd90>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552d9d5acd0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.22348826, 'precision': 0.043333333333333335, 'recall': 0.2, 'f1_score': 0.07123287671232877, 'confusion_matrix': array([[  0,   0,   0,   0, 135],
       [  0,   0,   0,   0, 101],
       [  0,   0,   0,   0, 109],
       [  0,   0,   0,   0, 125],
       [  0,   0,   0,   0, 130]]), 'forgetting_measure': [0.20490906, -0.2720116, 0.21384366]}","{""Task 0 has these classes:"": [""marvel"", ""wow"", ""zero"", ""right"", ""bed""], ""Task 1 has these classes:"": [""marvel"", ""six"", ""five"", ""no"", ""tree""], ""Task 2 has these classes:"": [""marvel"", ""wow"", ""zero"", ""right"", ""bed""]}"
"{'Name Experiment': 'Learning GEM with ECHO Model; no TEM (TIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1553175c4150>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155317907e10>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.19858155, 'precision': 0.036444444444444446, 'recall': 0.2, 'f1_score': 0.061654135338345864, 'confusion_matrix': array([[164,   0,   0,   0,   0],
       [212,   0,   0,   0,   0],
       [151,   0,   0,   0,   0],
       [147,   0,   0,   0,   0],
       [226,   0,   0,   0,   0]]), 'forgetting_measure': [0.1824031, -0.2660883, 0.21016568]}","{""Task 0 has these classes:"": [""wow"", ""seven"", ""two"", ""eight"", ""down""], ""Task 1 has these classes:"": [""wow"", ""three"", ""eight"", ""stop"", ""four""], ""Task 2 has these classes:"": [""wow"", ""seven"", ""two"", ""eight"", ""down""]}"
"{'Name Experiment': 'Learning GEM with ECHO Model; no TEM (TIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1553175c4150>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155317907e10>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.19840032, 'precision': 0.04133333333333333, 'recall': 0.2, 'f1_score': 0.06850828729281769, 'confusion_matrix': array([[124,   0,   0,   0,   0],
       [146,   0,   0,   0,   0],
       [ 86,   0,   0,   0,   0],
       [ 91,   0,   0,   0,   0],
       [153,   0,   0,   0,   0]]), 'forgetting_measure': [0.17485796, -0.4039114, 0.28770435]}","{""Task 0 has these classes:"": [""wow"", ""seven"", ""two"", ""eight"", ""down""], ""Task 1 has these classes:"": [""wow"", ""three"", ""eight"", ""stop"", ""four""], ""Task 2 has these classes:"": [""wow"", ""seven"", ""two"", ""eight"", ""down""]}"
"{'Name Experiment': 'Learning GEM with ECHO Model; no TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15531bb7c990>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15533b433450>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.22813079, 'precision': 0.041999999999999996, 'recall': 0.2, 'f1_score': 0.06942148760330578, 'confusion_matrix': array([[189,   0,   0,   0,   0],
       [157,   0,   0,   0,   0],
       [195,   0,   0,   0,   0],
       [191,   0,   0,   0,   0],
       [168,   0,   0,   0,   0]]), 'forgetting_measure': [0.22800542, -0.0016494148, 0.0016466987]}","{""Task 0 has these classes:"": [""left"", ""tree"", ""happy"", ""down"", ""yes""], ""Task 1 has these classes:"": [""left"", ""stop"", ""sheila"", ""bed"", ""zero""], ""Task 2 has these classes:"": [""left"", ""tree"", ""happy"", ""down"", ""yes""]}"
"{'Name Experiment': 'Learning GEM with ECHO Model; no TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15531bb7c990>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15533b433450>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.21116209, 'precision': 0.04533333333333333, 'recall': 0.2, 'f1_score': 0.07391304347826087, 'confusion_matrix': array([[136,   0,   0,   0,   0],
       [115,   0,   0,   0,   0],
       [139,   0,   0,   0,   0],
       [129,   0,   0,   0,   0],
       [ 81,   0,   0,   0,   0]]), 'forgetting_measure': [0.210641, -0.0074211876, 0.007366519]}","{""Task 0 has these classes:"": [""left"", ""tree"", ""happy"", ""down"", ""yes""], ""Task 1 has these classes:"": [""left"", ""stop"", ""sheila"", ""bed"", ""zero""], ""Task 2 has these classes:"": [""left"", ""tree"", ""happy"", ""down"", ""yes""]}"
"{'Name Experiment': 'Learning GEM with ECHO Model; no TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1553198e2150>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15533b432410>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.15585952, 'precision': 0.028888888888888888, 'recall': 0.2, 'f1_score': 0.05048543689320388, 'confusion_matrix': array([[130,   0,   0,   0,   0],
       [171,   0,   0,   0,   0],
       [198,   0,   0,   0,   0],
       [242,   0,   0,   0,   0],
       [159,   0,   0,   0,   0]]), 'forgetting_measure': [0.13167694, -0.5509523, 0.35523486]}","{""Task 0 has these classes:"": [""happy"", ""four"", ""bed"", ""eight"", ""bird""], ""Task 1 has these classes:"": [""happy"", ""five"", ""yes"", ""one"", ""bed""], ""Task 2 has these classes:"": [""happy"", ""four"", ""bed"", ""eight"", ""bird""]}"
"{'Name Experiment': 'Learning GEM with ECHO Model; no TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1553198e2150>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15533b432410>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.17018868, 'precision': 0.02733333333333333, 'recall': 0.2, 'f1_score': 0.048093841642228734, 'confusion_matrix': array([[ 82,   0,   0,   0,   0],
       [110,   0,   0,   0,   0],
       [118,   0,   0,   0,   0],
       [162,   0,   0,   0,   0],
       [128,   0,   0,   0,   0]]), 'forgetting_measure': [0.15513214, -0.2911687, 0.22550786]}","{""Task 0 has these classes:"": [""happy"", ""four"", ""bed"", ""eight"", ""bird""], ""Task 1 has these classes:"": [""happy"", ""five"", ""yes"", ""one"", ""bed""], ""Task 2 has these classes:"": [""happy"", ""four"", ""bed"", ""eight"", ""bird""]}"
"{'Name Experiment': 'Learning AGEM with DRNN Model; with TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15531c33c310>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15531757f790>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.20212676, 'precision': 0.3843727376150584, 'recall': 0.2031266057024433, 'f1_score': 0.09364903859491092, 'confusion_matrix': array([[  2,   0, 135,   1,   0],
       [  1,   2, 242,   3,   1],
       [  1,   1, 211,   3,   1],
       [  0,   0, 137,   2,   0],
       [  0,   0, 154,   2,   1]]), 'forgetting_measure': [0.22271739, 0.11519672, 0.05307623]}","{""Task 0 has these classes:"": [""eight"", ""seven"", ""on"", ""two"", ""bird""], ""Task 1 has these classes:"": [""eight"", ""dog"", ""yes"", ""down"", ""one""], ""Task 2 has these classes:"": [""eight"", ""seven"", ""on"", ""two"", ""bird""]}"
"{'Name Experiment': 'Learning AGEM with DRNN Model; with TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15531c33c310>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15531757f790>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.21414098, 'precision': 0.04496644295302014, 'recall': 0.1970588235294118, 'f1_score': 0.073224043715847, 'confusion_matrix': array([[  0,   0,  87,   0,   0],
       [  0,   0, 171,   0,   1],
       [  0,   0, 134,   2,   0],
       [  1,   0, 121,   0,   0],
       [  0,   0,  83,   0,   0]]), 'forgetting_measure': [0.18434122, -0.48496628, 0.32658404]}","{""Task 0 has these classes:"": [""eight"", ""seven"", ""on"", ""two"", ""bird""], ""Task 1 has these classes:"": [""eight"", ""dog"", ""yes"", ""down"", ""one""], ""Task 2 has these classes:"": [""eight"", ""seven"", ""on"", ""two"", ""bird""]}"
"{'Name Experiment': 'Learning AGEM with DRNN Model; no TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155316862990>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552da23d010>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.20771533, 'precision': 0.18429051351783715, 'recall': 0.2029247311827957, 'f1_score': 0.0763641215565645, 'confusion_matrix': array([[  5, 245,   0,   0,   0],
       [  1, 185,   0,   0,   0],
       [  0, 172,   0,   0,   0],
       [  0, 138,   0,   0,   0],
       [  1, 153,   0,   0,   0]]), 'forgetting_measure': [0.2327792, 0.10099735, 0.13461828]}","{""Task 0 has these classes:"": [""wow"", ""two"", ""no"", ""left"", ""five""], ""Task 1 has these classes:"": [""wow"", ""yes"", ""up"", ""seven"", ""tree""], ""Task 2 has these classes:"": [""wow"", ""two"", ""no"", ""left"", ""five""]}"
"{'Name Experiment': 'Learning AGEM with DRNN Model; no TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155316862990>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552da23d010>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.21576889, 'precision': 0.04566666666666667, 'recall': 0.2, 'f1_score': 0.07435549525101764, 'confusion_matrix': array([[  0, 144,   0,   0,   0],
       [  0, 137,   0,   0,   0],
       [  0, 103,   0,   0,   0],
       [  0,  99,   0,   0,   0],
       [  0, 117,   0,   0,   0]]), 'forgetting_measure': [0.1856487, -0.48672944, 0.32738265]}","{""Task 0 has these classes:"": [""wow"", ""two"", ""no"", ""left"", ""five""], ""Task 1 has these classes:"": [""wow"", ""yes"", ""up"", ""seven"", ""tree""], ""Task 2 has these classes:"": [""wow"", ""two"", ""no"", ""left"", ""five""]}"
"{'Name Experiment': 'Learning GEM with ECHO Model; with TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552e51d63d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552de51c5d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.17885281, 'precision': 0.03422222222222222, 'recall': 0.2, 'f1_score': 0.05844402277039847, 'confusion_matrix': array([[154,   0,   0,   0,   0],
       [275,   0,   0,   0,   0],
       [215,   0,   0,   0,   0],
       [160,   0,   0,   0,   0],
       [ 96,   0,   0,   0,   0]]), 'forgetting_measure': [0.16602148, -0.23186168, 0.18822055]}","{""Task 0 has these classes:"": [""one"", ""go"", ""off"", ""five"", ""happy""], ""Task 1 has these classes:"": [""one"", ""seven"", ""cat"", ""down"", ""one""], ""Task 2 has these classes:"": [""one"", ""go"", ""off"", ""five"", ""happy""]}"
"{'Name Experiment': 'Learning GEM with ECHO Model; with TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552e51d63d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552de51c5d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.2117596, 'precision': 0.03866666666666667, 'recall': 0.2, 'f1_score': 0.06480446927374302, 'confusion_matrix': array([[116,   0,   0,   0,   0],
       [208,   0,   0,   0,   0],
       [125,   0,   0,   0,   0],
       [113,   0,   0,   0,   0],
       [ 38,   0,   0,   0,   0]]), 'forgetting_measure': [0.16725586, -0.79824543, 0.44390237]}","{""Task 0 has these classes:"": [""one"", ""go"", ""off"", ""five"", ""happy""], ""Task 1 has these classes:"": [""one"", ""seven"", ""cat"", ""down"", ""one""], ""Task 2 has these classes:"": [""one"", ""go"", ""off"", ""five"", ""happy""]}"
"{'Name Experiment': 'Learning AGEM with ECHO Model; no TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552e52201d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552effa2890>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.17886227, 'precision': 0.035555555555555556, 'recall': 0.2, 'f1_score': 0.06037735849056604, 'confusion_matrix': array([[160,   0,   0,   0,   0],
       [193,   0,   0,   0,   0],
       [245,   0,   0,   0,   0],
       [194,   0,   0,   0,   0],
       [108,   0,   0,   0,   0]]), 'forgetting_measure': [0.14483579, -0.704794, 0.41341886]}","{""Task 0 has these classes:"": [""marvel"", ""eight"", ""down"", ""seven"", ""four""], ""Task 1 has these classes:"": [""marvel"", ""dog"", ""zero"", ""two"", ""dog""], ""Task 2 has these classes:"": [""marvel"", ""eight"", ""down"", ""seven"", ""four""]}"
"{'Name Experiment': 'Learning AGEM with ECHO Model; no TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552e52201d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552effa2890>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.15329112, 'precision': 0.034666666666666665, 'recall': 0.2, 'f1_score': 0.0590909090909091, 'confusion_matrix': array([[104,   0,   0,   0,   0],
       [133,   0,   0,   0,   0],
       [153,   0,   0,   0,   0],
       [136,   0,   0,   0,   0],
       [ 74,   0,   0,   0,   0]]), 'forgetting_measure': [0.110070236, -1.177999, 0.540863]}","{""Task 0 has these classes:"": [""marvel"", ""eight"", ""down"", ""seven"", ""four""], ""Task 1 has these classes:"": [""marvel"", ""dog"", ""zero"", ""two"", ""dog""], ""Task 2 has these classes:"": [""marvel"", ""eight"", ""down"", ""seven"", ""four""]}"
"{'Name Experiment': 'Learning GEM with ECHO Model; with TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15533b431890>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552e9542dd0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.26480708, 'precision': 0.04666666666666667, 'recall': 0.2, 'f1_score': 0.07567567567567567, 'confusion_matrix': array([[210,   0,   0,   0,   0],
       [199,   0,   0,   0,   0],
       [119,   0,   0,   0,   0],
       [231,   0,   0,   0,   0],
       [141,   0,   0,   0,   0]]), 'forgetting_measure': [0.3004439, 0.35584158, -0.5524131]}","{""Task 0 has these classes:"": [""on"", ""sheila"", ""house"", ""seven"", ""nine""], ""Task 1 has these classes:"": [""on"", ""right"", ""down"", ""up"", ""yes""], ""Task 2 has these classes:"": [""on"", ""sheila"", ""house"", ""seven"", ""nine""]}"
"{'Name Experiment': 'Learning GEM with ECHO Model; with TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15533b431890>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552e9542dd0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.24284306, 'precision': 0.051000000000000004, 'recall': 0.2, 'f1_score': 0.08127490039840637, 'confusion_matrix': array([[153,   0,   0,   0,   0],
       [119,   0,   0,   0,   0],
       [ 90,   0,   0,   0,   0],
       [130,   0,   0,   0,   0],
       [108,   0,   0,   0,   0]]), 'forgetting_measure': [0.2674314, 0.2758277, -0.38088688]}","{""Task 0 has these classes:"": [""on"", ""sheila"", ""house"", ""seven"", ""nine""], ""Task 1 has these classes:"": [""on"", ""right"", ""down"", ""up"", ""yes""], ""Task 2 has these classes:"": [""on"", ""sheila"", ""house"", ""seven"", ""nine""]}"
