Hyperparameters,Results,Classes in task
"{'Name Experiment': 'Learning AGEM with LSTM Model; no TEM (TIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552db5fe190>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552dbdc1cd0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.51567366, 'precision': 0.27852435933539847, 'recall': 0.30042138913106652, 'f1_score': 0.21216065108879847, 'confusion_matrix': array([[ 0, 74,  0,  0, 63],
       [ 0, 62,  0,  0, 49],
       [ 0, 67,  0,  0, 50],
       [ 0, 63,  0,  0, 48],
       [ 0, 69,  0,  0, 55]]), 'forgetting_measure': [0.52607838, -0.029610075, 0.19161431]}","{""Task 0 has these classes:"": [""right"", ""go"", ""nine"", ""up"", ""stop""], ""Task 1 has these classes:"": [""right"", ""bird"", ""marvel"", ""down"", ""zero""], ""Task 2 has these classes:"": [""right"", ""go"", ""nine"", ""up"", ""stop""]}"
"{'Name Experiment': 'Learning AGEM with LSTM Model; with TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552ddad2f90>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552dcbdf4d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.7933631, 'precision': 0.26492674293107348, 'recall': 0.3109440843786195, 'f1_score': 0.2313765568747834, 'confusion_matrix': array([[135,   5,  11,  18,   7],
       [155,   4,   4,  46,   8],
       [146,   2,   0,  54,   6],
       [133,   4,   1,  42,   7],
       [ 83,   2,   0,  22,   5]]), 'forgetting_measure': [0.5125902, 0.18240318, -0.11433509]}","{""Task 0 has these classes:"": [""up"", ""zero"", ""six"", ""bird"", ""stop""], ""Task 1 has these classes:"": [""up"", ""two"", ""tree"", ""up"", ""down""], ""Task 2 has these classes:"": [""up"", ""zero"", ""six"", ""bird"", ""stop""]}"
"{'Name Experiment': 'Learning AGEM with LSTM Model; with TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552ddad2f90>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552dcbdf4d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.5287276, 'precision': 0.25809398331137461, 'recall': 0.2871879713423831, 'f1_score': 0.22067159219019682, 'confusion_matrix': array([[ 98,   6,   3,  25,   3],
       [ 98,   1,   1,  27,   3],
       [ 97,   0,   2,  31,   6],
       [102,   3,   4,  19,   7],
       [ 46,   0,   2,  13,   3]]), 'forgetting_measure': [0.53743849, 0.1150935, -0.13575022]}","{""Task 0 has these classes:"": [""up"", ""zero"", ""six"", ""bird"", ""stop""], ""Task 1 has these classes:"": [""up"", ""two"", ""tree"", ""up"", ""down""], ""Task 2 has these classes:"": [""up"", ""zero"", ""six"", ""bird"", ""stop""]}"
"{'Name Experiment': 'Learning AGEM with GRU Model; no TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552d8d0af90>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552bfc058d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.75479353, 'precision': 0.27333118348919702, 'recall': 0.29834275687268474, 'f1_score': 0.15779766613924052, 'confusion_matrix': array([[135,   0,   3,   0,   0],
       [113,   0,   2,   0,   0],
       [220,   0,   3,   0,   0],
       [275,   0,   4,   0,   0],
       [143,   0,   2,   0,   0]]), 'forgetting_measure': [0.43686651, -0.40158254, 0.2926834]}","{""Task 0 has these classes:"": [""four"", ""yes"", ""one"", ""off"", ""down""], ""Task 1 has these classes:"": [""four"", ""cat"", ""wow"", ""down"", ""one""], ""Task 2 has these classes:"": [""four"", ""yes"", ""one"", ""off"", ""down""]}"
"{'Name Experiment': 'Learning AGEM with GRU Model; no TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552d8d0af90>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552bfc058d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.79294009, 'precision': 0.27579609487616303, 'recall': 0.29998322991782658, 'f1_score': 0.159642555246950855, 'confusion_matrix': array([[ 87,   0,   2,   0,   0],
       [112,   0,   3,   0,   0],
       [131,   0,   3,   0,   0],
       [178,   0,   2,   0,   0],
       [ 79,   0,   3,   0,   0]]), 'forgetting_measure': [0.49729683, 0.06302122, -0.06381789]}","{""Task 0 has these classes:"": [""four"", ""yes"", ""one"", ""off"", ""down""], ""Task 1 has these classes:"": [""four"", ""cat"", ""wow"", ""down"", ""one""], ""Task 2 has these classes:"": [""four"", ""yes"", ""one"", ""off"", ""down""]}"
"{'Name Experiment': 'Learning AGEM with LSTM Model; with TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552e42ae210>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552dd524990>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.75736315, 'precision': 0.25096019378731101, 'recall': 0.24615918818292062, 'f1_score': 0.21706160403420593, 'confusion_matrix': array([[  0,  26,  81,   1,  50],
       [  0,  39, 139,   5,  73],
       [  2,  31,  84,   3,  85],
       [  0,  21,  59,   3,  63],
       [  3,  19,  91,   2,  20]]), 'forgetting_measure': [0.41439183, -0.57425505, 0.013694971]}","{""Task 0 has these classes:"": [""seven"", ""sheila"", ""happy"", ""two"", ""go""], ""Task 1 has these classes:"": [""seven"", ""up"", ""sheila"", ""one"", ""house""], ""Task 2 has these classes:"": [""seven"", ""sheila"", ""happy"", ""two"", ""go""]}"
"{'Name Experiment': 'Learning AGEM with LSTM Model; with TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552e42ae210>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552dd524990>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.79454066, 'precision': 0.2655830574654104, 'recall': 0.29695192086496432, 'f1_score': 0.25557287402047068, 'confusion_matrix': array([[ 0, 17, 70,  5, 40],
       [ 1, 26, 72,  1, 38],
       [ 2, 22, 67,  2, 45],
       [ 1, 20, 40,  2, 21],
       [ 0, 19, 57,  1, 31]]), 'forgetting_measure': [0.48378691, 0.18463594, -0.66817755]}","{""Task 0 has these classes:"": [""seven"", ""sheila"", ""happy"", ""two"", ""go""], ""Task 1 has these classes:"": [""seven"", ""up"", ""sheila"", ""one"", ""house""], ""Task 2 has these classes:"": [""seven"", ""sheila"", ""happy"", ""two"", ""go""]}"
"{'Name Experiment': 'Learning AGEM with GRU Model; no TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552dd47dd90>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552d9d5acd0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.79943187, 'precision': 0.24088888888888889, 'recall': 0.3, 'f1_score': 0.16789667896678966, 'confusion_matrix': array([[  0,   0,   0,   0, 188],
       [  0,   0,   0,   0, 148],
       [  0,   0,   0,   0, 203],
       [  0,   0,   0,   0, 177],
       [  0,   0,   0,   0, 184]]), 'forgetting_measure': [0.50417668, 0.06971628, -0.07494088]}","{""Task 0 has these classes:"": [""marvel"", ""wow"", ""zero"", ""right"", ""bed""], ""Task 1 has these classes:"": [""marvel"", ""six"", ""five"", ""no"", ""tree""], ""Task 2 has these classes:"": [""marvel"", ""wow"", ""zero"", ""right"", ""bed""]}"
"{'Name Experiment': 'Learning AGEM with GRU Model; no TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552dd47dd90>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552d9d5acd0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.52348826, 'precision': 0.243333333333333335, 'recall': 0.3, 'f1_score': 0.17123287671232877, 'confusion_matrix': array([[  0,   0,   0,   0, 135],
       [  0,   0,   0,   0, 101],
       [  0,   0,   0,   0, 109],
       [  0,   0,   0,   0, 125],
       [  0,   0,   0,   0, 130]]), 'forgetting_measure': [0.50490906, -0.2720116, 0.21384366]}","{""Task 0 has these classes:"": [""marvel"", ""wow"", ""zero"", ""right"", ""bed""], ""Task 1 has these classes:"": [""marvel"", ""six"", ""five"", ""no"", ""tree""], ""Task 2 has these classes:"": [""marvel"", ""wow"", ""zero"", ""right"", ""bed""]}"
"{'Name Experiment': 'Learning GEM with ECHO Model; no TEM (TIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1553175c4150>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155317907e10>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.79858155, 'precision': 0.236444444444444446, 'recall': 0.3, 'f1_score': 0.161654135338345864, 'confusion_matrix': array([[164,   0,   0,   0,   0],
       [212,   0,   0,   0,   0],
       [151,   0,   0,   0,   0],
       [147,   0,   0,   0,   0],
       [226,   0,   0,   0,   0]]), 'forgetting_measure': [0.4824031, -0.2660883, 0.21016568]}","{""Task 0 has these classes:"": [""wow"", ""seven"", ""two"", ""eight"", ""down""], ""Task 1 has these classes:"": [""wow"", ""three"", ""eight"", ""stop"", ""four""], ""Task 2 has these classes:"": [""wow"", ""seven"", ""two"", ""eight"", ""down""]}"
"{'Name Experiment': 'Learning GEM with ECHO Model; no TEM (TIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1553175c4150>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155317907e10>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.79840032, 'precision': 0.24133333333333333, 'recall': 0.3, 'f1_score': 0.16850828729281769, 'confusion_matrix': array([[124,   0,   0,   0,   0],
       [146,   0,   0,   0,   0],
       [ 86,   0,   0,   0,   0],
       [ 91,   0,   0,   0,   0],
       [153,   0,   0,   0,   0]]), 'forgetting_measure': [0.47485796, -0.4039114, 0.28770435]}","{""Task 0 has these classes:"": [""wow"", ""seven"", ""two"", ""eight"", ""down""], ""Task 1 has these classes:"": [""wow"", ""three"", ""eight"", ""stop"", ""four""], ""Task 2 has these classes:"": [""wow"", ""seven"", ""two"", ""eight"", ""down""]}"
"{'Name Experiment': 'Learning GEM with ECHO Model; no TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15531bb7c990>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15533b433450>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.52813079, 'precision': 0.241999999999999996, 'recall': 0.3, 'f1_score': 0.16942148760330578, 'confusion_matrix': array([[189,   0,   0,   0,   0],
       [157,   0,   0,   0,   0],
       [195,   0,   0,   0,   0],
       [191,   0,   0,   0,   0],
       [168,   0,   0,   0,   0]]), 'forgetting_measure': [0.52800542, -0.0016494148, 0.0016466987]}","{""Task 0 has these classes:"": [""left"", ""tree"", ""happy"", ""down"", ""yes""], ""Task 1 has these classes:"": [""left"", ""stop"", ""sheila"", ""bed"", ""zero""], ""Task 2 has these classes:"": [""left"", ""tree"", ""happy"", ""down"", ""yes""]}"
"{'Name Experiment': 'Learning GEM with ECHO Model; no TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15531bb7c990>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15533b433450>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.51116209, 'precision': 0.24533333333333333, 'recall': 0.3, 'f1_score': 0.17391304347826087, 'confusion_matrix': array([[136,   0,   0,   0,   0],
       [115,   0,   0,   0,   0],
       [139,   0,   0,   0,   0],
       [129,   0,   0,   0,   0],
       [ 81,   0,   0,   0,   0]]), 'forgetting_measure': [0.510641, -0.0074211876, 0.007366519]}","{""Task 0 has these classes:"": [""left"", ""tree"", ""happy"", ""down"", ""yes""], ""Task 1 has these classes:"": [""left"", ""stop"", ""sheila"", ""bed"", ""zero""], ""Task 2 has these classes:"": [""left"", ""tree"", ""happy"", ""down"", ""yes""]}"
"{'Name Experiment': 'Learning GEM with ECHO Model; no TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1553198e2150>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15533b432410>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.75585952, 'precision': 0.228888888888888888, 'recall': 0.3, 'f1_score': 0.15048543689320388, 'confusion_matrix': array([[130,   0,   0,   0,   0],
       [171,   0,   0,   0,   0],
       [198,   0,   0,   0,   0],
       [242,   0,   0,   0,   0],
       [159,   0,   0,   0,   0]]), 'forgetting_measure': [0.43167694, -0.5509523, 0.35523486]}","{""Task 0 has these classes:"": [""happy"", ""four"", ""bed"", ""eight"", ""bird""], ""Task 1 has these classes:"": [""happy"", ""five"", ""yes"", ""one"", ""bed""], ""Task 2 has these classes:"": [""happy"", ""four"", ""bed"", ""eight"", ""bird""]}"
"{'Name Experiment': 'Learning GEM with ECHO Model; no TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1553198e2150>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15533b432410>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.77018868, 'precision': 0.22733333333333333, 'recall': 0.3, 'f1_score': 0.148093841642228734, 'confusion_matrix': array([[ 82,   0,   0,   0,   0],
       [110,   0,   0,   0,   0],
       [118,   0,   0,   0,   0],
       [162,   0,   0,   0,   0],
       [128,   0,   0,   0,   0]]), 'forgetting_measure': [0.45513214, -0.2911687, 0.22550786]}","{""Task 0 has these classes:"": [""happy"", ""four"", ""bed"", ""eight"", ""bird""], ""Task 1 has these classes:"": [""happy"", ""five"", ""yes"", ""one"", ""bed""], ""Task 2 has these classes:"": [""happy"", ""four"", ""bed"", ""eight"", ""bird""]}"
"{'Name Experiment': 'Learning AGEM with DRNN Model; with TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15531c33c310>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15531757f790>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.50212676, 'precision': 0.4843727376150584, 'recall': 0.3031266057024433, 'f1_score': 0.19364903859491092, 'confusion_matrix': array([[  2,   0, 135,   1,   0],
       [  1,   2, 242,   3,   1],
       [  1,   1, 211,   3,   1],
       [  0,   0, 137,   2,   0],
       [  0,   0, 154,   2,   1]]), 'forgetting_measure': [0.52271739, 0.11519672, 0.05307623]}","{""Task 0 has these classes:"": [""eight"", ""seven"", ""on"", ""two"", ""bird""], ""Task 1 has these classes:"": [""eight"", ""dog"", ""yes"", ""down"", ""one""], ""Task 2 has these classes:"": [""eight"", ""seven"", ""on"", ""two"", ""bird""]}"
"{'Name Experiment': 'Learning AGEM with DRNN Model; with TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15531c33c310>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15531757f790>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.51414098, 'precision': 0.24496644295302014, 'recall': 0.2970588235294118, 'f1_score': 0.173224043715847, 'confusion_matrix': array([[  0,   0,  87,   0,   0],
       [  0,   0, 171,   0,   1],
       [  0,   0, 134,   2,   0],
       [  1,   0, 121,   0,   0],
       [  0,   0,  83,   0,   0]]), 'forgetting_measure': [0.48434122, -0.48496628, 0.32658404]}","{""Task 0 has these classes:"": [""eight"", ""seven"", ""on"", ""two"", ""bird""], ""Task 1 has these classes:"": [""eight"", ""dog"", ""yes"", ""down"", ""one""], ""Task 2 has these classes:"": [""eight"", ""seven"", ""on"", ""two"", ""bird""]}"
