Hyperparameters,Results,Additional classes
"{'Name Experiment': 'Learning REPLAY with LSTM Model; with TEM (CIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552eb616690>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552e392c0d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.58682547, 'precision': 0.25404420099386648, 'recall': 0.30986965225105075, 'f1_score': 0.27610721958548045, 'confusion_matrix': array([[ 76,  68,  33,   0,   0,   0,   0],
       [ 37, 214,  35,   0,   0,   0,   0],
       [ 44,  97,  58,   0,   0,   0,   0],
       [ 21,  16,  32,   0,   0,   0,   0],
       [  2,  42,  25,   0,   0,   0,   0],
       [ 24,  27,  15,   0,   0,   0,   0],
       [ 15,   9,  10,   0,   0,   0,   0]]), 'forgetting_measure': [0.486104, -0.03266497, 0.05783503]}","{""Task 0 had these additional classes included:"": [""cat"", ""dog"", ""down""], ""Task 1 had these additional classes included:"": [""eight"", ""five""], ""Task 2 had these additional classes included:"": [""four"", ""go""]}"
"{'Name Experiment': 'Learning REPLAY with LSTM Model; with TEM (CIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552eb616690>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552e392c0d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.47878025, 'precision': 0.19880534475824933, 'recall': 0.23979617699568567, 'f1_score': 0.20932080654324558, 'confusion_matrix': array([[ 20,  88,  31,   0,   0,   0,   0],
       [ 21, 105,  38,   0,   0,   0,   0],
       [ 30,  86,  28,   0,   0,   0,   0],
       [ 12,  22,  10,   0,   0,   0,   0],
       [  6,  21,  15,   0,   0,   0,   0],
       [ 12,  21,   7,   0,   0,   0,   0],
       [  2,  19,   6,   0,   0,   0,   0]]), 'forgetting_measure': [0.44524563, 0.13362701, 0.35815352]}","{""Task 0 had these additional classes included:"": [""cat"", ""dog"", ""down""], ""Task 1 had these additional classes included:"": [""eight"", ""five""], ""Task 2 had these additional classes included:"": [""four"", ""go""]}"
"{'Name Experiment': 'Learning REPLAY with GRU Model; no TEM (CIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552e3f110d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552e3f5dbd0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.43388621, 'precision': 0.21606777280690324, 'recall': 0.21993173405613512, 'f1_score': 0.20286783337687155, 'confusion_matrix': array([[ 27,  36, 120,   6,   1,   0,  18],
       [ 34,  15, 124,   4,   1,   0,  21],
       [ 38,  36, 149,  12,   3,   1,  19],
       [  3,  23,  35,   5,   0,   0,  22],
       [  0,   5,  24,   6,   0,   0,  12],
       [  1,   0,  63,   0,   0,   0,   0],
       [  1,   0,  35,   0,   0,   0,   0]]), 'forgetting_measure': [0.47524292, 0.7381357, -1.3218677]}","{""Task 0 had these additional classes included:"": [""down"", ""eight"", ""five""], ""Task 1 had these additional classes included:"": [""four"", ""go""], ""Task 2 had these additional classes included:"": [""happy"", ""house""]}"
"{'Name Experiment': 'Learning REPLAY with GRU Model; no TEM (CIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552e3f110d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552e3f5dbd0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.36913262, 'precision': 0.29701204649050066, 'recall': 0.23551836505211404, 'f1_score': 0.22904619820076665, 'confusion_matrix': array([[26, 14, 58,  7,  1,  1, 17],
       [26, 18, 90,  8,  0,  0, 26],
       [32, 14, 78,  7,  1,  0, 21],
       [ 1,  3, 26,  5,  0,  0, 19],
       [ 0,  2, 15,  5,  1,  0, 11],
       [ 1,  0, 31,  0,  0,  0,  0],
       [ 0,  0, 35,  0,  0,  0,  0]]), 'forgetting_measure': [0.436216, 0.761694, -0.13650669]}","{""Task 0 had these additional classes included:"": [""down"", ""eight"", ""five""], ""Task 1 had these additional classes included:"": [""four"", ""go""], ""Task 2 had these additional classes included:"": [""happy"", ""house""]}"
"{'Name Experiment': 'Learning REPLAY with GRU Model; with TEM (CIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552cf4e5090>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552cc261ad0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.5206196, 'precision': 0.4191902625470839, 'recall': 0.32041563289021515, 'f1_score': 0.30962748201726653, 'confusion_matrix': array([[123,  24,  68,   1,   3,   1,   1],
       [104,  39,  50,   3,   1,   3,   0],
       [ 77,  16, 145,   2,   0,   1,   0],
       [ 40,   1,  23,   6,   0,   0,   0],
       [ 53,   0,  14,   0,   0,   1,   0],
       [ 34,   0,   6,   2,   0,   4,   1],
       [ 42,   0,   4,   1,   1,   4,   1]]), 'forgetting_measure': [0.48739574, 0.3028251, -0.12699057]}","{""Task 0 had these additional classes included:"": [""seven"", ""sheila"", ""six""], ""Task 1 had these additional classes included:"": [""stop"", ""three""], ""Task 2 had these additional classes included:"": [""tree"", ""two""]}"
"{'Name Experiment': 'Learning REPLAY with GRU Model; with TEM (CIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552cf4e5090>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552cc261ad0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.43708652, 'precision': 0.27984403254972875, 'recall': 0.21855291742630505, 'f1_score': 0.20815906716305713, 'confusion_matrix': array([[61, 29, 43,  4,  0,  3,  0,  0],
       [72, 20, 48,  3,  1,  5,  0,  0],
       [79, 26, 43,  2,  0,  1,  3,  0],
       [35,  0, 14,  2,  0,  1,  0,  0],
       [24,  1, 12,  0,  1,  0,  0,  0],
       [16,  2,  9,  1,  0,  1,  0,  0],
       [29,  0,  6,  0,  0,  2,  0,  1],
       [ 0,  0,  0,  0,  0,  0,  0,  0]]), 'forgetting_measure': [0.4172393, 0.3389029, 0.12126195]}","{""Task 0 had these additional classes included:"": [""seven"", ""sheila"", ""six""], ""Task 1 had these additional classes included:"": [""stop"", ""three""], ""Task 2 had these additional classes included:"": [""tree"", ""two""]}"
"{'Name Experiment': 'Learning REPLAY with DRNN Model; with TEM (CIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552cd9d6690>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552cd681910>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.54027797, 'precision': 0.14883868915049316, 'recall': 0.2419325011558021, 'f1_score': 0.17267132204994674, 'confusion_matrix': array([[307,   1,   1,   0,   0,   0,   0],
       [257,   0,   0,   0,   0,   0,   0],
       [110,   0,   0,   0,   0,   0,   0],
       [ 60,   0,   0,   0,   0,   0,   0],
       [ 64,   0,   0,   0,   0,   0,   0],
       [ 47,   0,   0,   0,   0,   0,   0],
       [ 53,   0,   0,   0,   0,   0,   0]]), 'forgetting_measure': [0.51595262, 0.2688354, 0.011108189]}","{""Task 0 had these additional classes included:"": [""no"", ""off"", ""on""], ""Task 1 had these additional classes included:"": [""one"", ""right""], ""Task 2 had these additional classes included:"": [""seven"", ""sheila""]}"
"{'Name Experiment': 'Learning REPLAY with DRNN Model; with TEM (CIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552cd9d6690>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552cd681910>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.51391016, 'precision': 0.14459813975673742, 'recall': 0.24209726443768997, 'f1_score': 0.16788890905790525, 'confusion_matrix': array([[187,   0,   1,   0,   0,   0,   0],
       [178,   0,   0,   0,   0,   0,   0],
       [ 81,   0,   0,   0,   0,   0,   0],
       [ 39,   0,   0,   0,   0,   0,   0],
       [ 47,   0,   0,   0,   0,   0,   0],
       [ 36,   0,   0,   0,   0,   0,   0],
       [ 31,   0,   0,   0,   0,   0,   0]]), 'forgetting_measure': [0.51268337, 0.41747063, -0.20069364]}","{""Task 0 had these additional classes included:"": [""no"", ""off"", ""on""], ""Task 1 had these additional classes included:"": [""one"", ""right""], ""Task 2 had these additional classes included:"": [""seven"", ""sheila""]}"
"{'Name Experiment': 'Learning REPLAY with DRNN Model; no TEM (CIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552aa87d090>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552aab65810>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.46200542, 'precision': 0.16656025538707103, 'recall': 0.24117939476791153, 'f1_score': 0.16114162183996721, 'confusion_matrix': array([[  1,   0, 208,   0,   0,   0,   0],
       [  0,   0, 226,   0,   0,   0,   0],
       [  4,   0, 238,   0,   0,   0,   0],
       [  0,   0,  57,   0,   0,   0,   0],
       [  0,   0,  66,   0,   0,   0,   0],
       [  0,   0,  56,   0,   0,   0,   0],
       [  0,   0,  44,   0,   0,   0,   0]]), 'forgetting_measure': [0.43909616, 0.31187525, 0.08468657]}","{""Task 0 had these additional classes included:"": [""bed"", ""bird"", ""cat""], ""Task 1 had these additional classes included:"": [""dog"", ""down""], ""Task 2 had these additional classes included:"": [""eight"", ""five""]}"
"{'Name Experiment': 'Learning REPLAY with DRNN Model; no TEM (CIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552aa87d090>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552aab65810>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.44009153, 'precision': 0.13357142857142857, 'recall': 0.24285714285714285, 'f1_score': 0.15436668594563332, 'confusion_matrix': array([[  0,   0, 142,   0,   0,   0,   0],
       [  0,   0, 166,   0,   0,   0,   0],
       [  0,   0, 141,   0,   0,   0,   0],
       [  0,   0,  47,   0,   0,   0,   0],
       [  0,   0,  37,   0,   0,   0,   0],
       [  0,   0,  31,   0,   0,   0,   0],
       [  0,   0,  36,   0,   0,   0,   0]]), 'forgetting_measure': [0.47623155, 0.43819374, 0.37231252]}","{""Task 0 had these additional classes included:"": [""bed"", ""bird"", ""cat""], ""Task 1 had these additional classes included:"": [""dog"", ""down""], ""Task 2 had these additional classes included:"": [""eight"", ""five""]}"
"{'Name Experiment': 'Learning REPLAY with ECHO Model; no TEM (CIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552c1925b90>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552c1043b50>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.3966803, 'precision': 0.20721573857498409, 'recall': 0.29100141996716655, 'f1_score': 0.2186056202925934, 'confusion_matrix': array([[137,   0,  17,  27,   0,   0,  13],
       [197,   0,  21,  57,   0,   0,  14],
       [123,   0,  19,  31,   0,   0,  13],
       [ 32,   0,   9,  19,   0,   0,   2],
       [ 43,   0,   5,  17,   0,   0,   4],
       [  7,   0,   0,  34,   0,   0,  14],
       [  9,   0,   0,  26,   0,   0,  10]]), 'forgetting_measure': [0.37429304, 0.16728166, 0.6176197]}","{""Task 0 had these additional classes included:"": [""on"", ""one"", ""right""], ""Task 1 had these additional classes included:"": [""seven"", ""sheila""], ""Task 2 had these additional classes included:"": [""six"", ""stop""]}"
"{'Name Experiment': 'Learning REPLAY with ECHO Model; no TEM (CIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552c1925b90>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552c1043b50>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.41525249, 'precision': 0.19224267631261318, 'recall': 0.29681928743117272, 'f1_score': 0.21853230360970299, 'confusion_matrix': array([[ 72,   0,   6,  16,   0,   0,  14],
       [134,   0,  24,  32,   0,   0,  12],
       [ 90,   0,   8,  19,   0,   0,  12],
       [ 18,   0,  20,  14,   0,   0,   7],
       [ 14,   0,  13,   7,   0,   0,   1],
       [ 11,   0,   0,  12,   0,   0,  10],
       [  9,   0,   0,  11,   0,   0,  14]]), 'forgetting_measure': [0.40965713, 0.45049044, 0.024793038]}","{""Task 0 had these additional classes included:"": [""on"", ""one"", ""right""], ""Task 1 had these additional classes included:"": [""seven"", ""sheila""], ""Task 2 had these additional classes included:"": [""six"", ""stop""]}"
"{'Name Experiment': 'Learning AGEM with Dense Model; no TEM (CIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155316d730d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155317358c90>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.44046685, 'precision': 0.20618622448979591, 'recall': 0.2439954467842914, 'f1_score': 0.15815266860783811, 'confusion_matrix': array([[218,   0,   0,   0,   0,   0,   0],
       [190,   0,   2,   0,   0,   0,   0],
       [249,   0,   2,   0,   0,   0,   0],
       [ 61,   0,   0,   0,   0,   0,   0],
       [ 78,   0,   0,   0,   0,   0,   0],
       [ 58,   0,   0,   0,   0,   0,   0],
       [ 42,   0,   0,   0,   0,   0,   0]]), 'forgetting_measure': [0.43327007, 0.38732606, 0.099131465]}","{""Task 0 had these additional classes included:"": [""marvel"", ""nine"", ""no""], ""Task 1 had these additional classes included:"": [""off"", ""on""], ""Task 2 had these additional classes included:"": [""one"", ""right""]}"
"{'Name Experiment': 'Learning AGEM with Dense Model; no TEM (CIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155316d730d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155317358c90>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.4503356, 'precision': 0.133095238095238094, 'recall': 0.24285714285714285, 'f1_score': 0.153740576068045616, 'confusion_matrix': array([[139,   0,   0,   0,   0,   0,   0],
       [126,   0,   0,   0,   0,   0,   0],
       [177,   0,   0,   0,   0,   0,   0],
       [ 42,   0,   0,   0,   0,   0,   0],
       [ 49,   0,   0,   0,   0,   0,   0],
       [ 34,   0,   0,   0,   0,   0,   0],
       [ 33,   0,   0,   0,   0,   0,   0]]), 'forgetting_measure': [0.45371172, 0.38168558, 0.18342073]}","{""Task 0 had these additional classes included:"": [""marvel"", ""nine"", ""no""], ""Task 1 had these additional classes included:"": [""off"", ""on""], ""Task 2 had these additional classes included:"": [""one"", ""right""]}"
"{'Name Experiment': 'Learning REPLAY with ECHO Model; with TEM (CIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552c6fd2450>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552bf1c4150>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.42337389, 'precision': 0.1319047619047619, 'recall': 0.24285714285714285, 'f1_score': 0.15216037368625924, 'confusion_matrix': array([[201,   0,   0,   0,   0,   0,   0],
       [260,   0,   0,   0,   0,   0,   0],
       [210,   0,   0,   0,   0,   0,   0],
       [ 38,   0,   0,   0,   0,   0,   0],
       [ 91,   0,   0,   0,   0,   0,   0],
       [ 64,   0,   0,   0,   0,   0,   0],
       [ 36,   0,   0,   0,   0,   0,   0]]), 'forgetting_measure': [0.42603085, 0.4610239, 0.041855033]}","{""Task 0 had these additional classes included:"": [""dog"", ""down"", ""eight""], ""Task 1 had these additional classes included:"": [""five"", ""four""], ""Task 2 had these additional classes included:"": [""go"", ""happy""]}"
"{'Name Experiment': 'Learning REPLAY with ECHO Model; with TEM (CIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552c6fd2450>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552bf1c4150>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.36589417, 'precision': 0.124523809523809524, 'recall': 0.24285714285714285, 'f1_score': 0.141861410282462916, 'confusion_matrix': array([[103,   0,   0,   0,   0,   0,   0],
       [197,   0,   0,   0,   0,   0,   0],
       [145,   0,   0,   0,   0,   0,   0],
       [ 24,   0,   0,   0,   0,   0,   0],
       [ 64,   0,   0,   0,   0,   0,   0],
       [ 33,   0,   0,   0,   0,   0,   0],
       [ 34,   0,   0,   0,   0,   0,   0]]), 'forgetting_measure': [0.35704888, 0.4888853, 0.1684353]}","{""Task 0 had these additional classes included:"": [""dog"", ""down"", ""eight""], ""Task 1 had these additional classes included:"": [""five"", ""four""], ""Task 2 had these additional classes included:"": [""go"", ""happy""]}"
