Hyperparameters,Results,Classes in task
"{'Name Experiment': 'Learning REPLAY with Dense Model; with TEM (DIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1553169ca8d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552f2f30c50>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.43636724, 'precision': 0.419797849368868, 'recall': 0.39796394511464777, 'f1_score': 0.35633065494284268, 'confusion_matrix': array([[ 13, 106,   5,  10,   7],
       [ 14, 107,   6,  16,  10],
       [  8,  77,   5,   7,  10],
       [  9,  68,   2,  10,   9],
       [  6,  82,   0,   8,   5]]), 'forgetting_measure': [0.52383537, 0.64456874, -1.3471957]}","{""Every task  has these classes:"": [""up"", ""go"", ""six"", ""no"", ""on""]}"
"{'Name Experiment': 'Learning REPLAY with Dense Model; with TEM (DIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15533b432790>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552f6bee5d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.50000827, 'precision': 0.4966170948486579, 'recall': 0.4869437734907353, 'f1_score': 0.4761406151834532, 'confusion_matrix': array([[115,  19,  37,  24,   9],
       [ 69,  48,  48,  14,  26],
       [ 57,  25,  53,   9,  48],
       [ 75,  10,  28,  18,  18],
       [ 42,  15,  47,  10,  36]]), 'forgetting_measure': [0.4830269, 0.030544372, -0.24868213]}","{""Every task  has these classes:"": [""marvel"", ""sheila"", ""dog"", ""five"", ""two""]}"
"{'Name Experiment': 'Learning REPLAY with Dense Model; with TEM (DIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15533b432790>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552f6bee5d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.39956578, 'precision': 0.40493028450315515, 'recall': 0.3997861060725948, 'f1_score': 0.38403671713594924, 'confusion_matrix': array([[75, 23, 29,  5, 12],
       [49, 20, 24,  3, 13],
       [68, 19,  8, 13, 13],
       [45, 15, 24, 10, 15],
       [51, 16, 24, 10, 16]]), 'forgetting_measure': [0.37680532, -0.394991, 0.28945455]}","{""Every task  has these classes:"": [""marvel"", ""sheila"", ""dog"", ""five"", ""two""]}"
"{'Name Experiment': 'Learning REPLAY with Dense Model; with TEM (DIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552f3472010>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155305076150>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.4512745, 'precision': 0.3715829089357088, 'recall': 0.39562683794637004, 'f1_score': 0.31524461019417742, 'confusion_matrix': array([[  9,   4,   2,   3, 150],
       [ 11,   6,   9,   2, 150],
       [ 10,   8,   5,   5, 172],
       [  7,   6,   6,   1, 115],
       [ 10,   4,  12,   5, 188]]), 'forgetting_measure': [0.46354837, 0.38122895, -1.0064183]}","{""Every task  has these classes:"": [""yes"", ""sheila"", ""nine"", ""eight"", ""four""]}"
"{'Name Experiment': 'Learning REPLAY with Dense Model; with TEM (DIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552f3472010>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155305076150>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.44178904, 'precision': 0.4146103896103896, 'recall': 0.4030950095926444, 'f1_score': 0.31888484606485065, 'confusion_matrix': array([[  5,   1,   8,   0,  76],
       [  8,   1,   2,   1,  86],
       [  9,   3,   7,   2, 129],
       [  7,   3,   1,   1,  99],
       [ 11,   3,   2,   0, 135]]), 'forgetting_measure': [0.50510616, 0.56031513, -1.1327561]}","{""Every task  has these classes:"": [""yes"", ""sheila"", ""nine"", ""eight"", ""four""]}"
"{'Name Experiment': 'Learning REPLAY with LSTM Model; no TEM (DIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552e42312d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552d8285f10>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.40729424, 'precision': 0.3367188204207572, 'recall': 0.384708908453088, 'f1_score': 0.32354068102392488, 'confusion_matrix': array([[154,   9,  26,   0,  24],
       [113,   2,  17,   0,  21],
       [153,   9,  17,   0,  20],
       [101,   1,  19,   0,  18],
       [157,   3,  16,   0,  20]]), 'forgetting_measure': [0.3617081, -0.44871277, 0.035696723]}","{""Every task  has these classes:"": [""three"", ""bed"", ""no"", ""eight"", ""one""]}"
"{'Name Experiment': 'Learning REPLAY with LSTM Model; no TEM (DIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552e42312d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552d8285f10>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.45451925, 'precision': 0.35589449998575863, 'recall': 0.4247660843509724, 'f1_score': 0.35953361692947626, 'confusion_matrix': array([[100,   0,  17,   0,  15],
       [ 90,   0,  11,   0,  25],
       [ 84,   0,  23,   0,  21],
       [ 63,   0,   9,   0,   8],
       [ 86,   0,  23,   0,  25]]), 'forgetting_measure': [0.45347033, 0.15555859, -0.383131]}","{""Every task  has these classes:"": [""three"", ""bed"", ""no"", ""eight"", ""one""]}"
"{'Name Experiment': 'Learning REPLAY with LSTM Model; no TEM (DIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552f343f5d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552e4a839d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.41239671, 'precision': 0.29287518508840693, 'recall': 0.39480225988700567, 'f1_score': 0.30492073021590734, 'confusion_matrix': array([[ 19,   0, 153,   5,   0],
       [ 10,   0, 192,   2,   0],
       [ 26,   0, 195,   4,   0],
       [ 21,   0, 146,   0,   0],
       [ 10,   0, 115,   2,   0]]), 'forgetting_measure': [0.43176895, 0.5440463, -1.8364578]}","{""Every task  has these classes:"": [""on"", ""nine"", ""two"", ""cat"", ""stop""]}"
"{'Name Experiment': 'Learning REPLAY with LSTM Model; no TEM (DIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552f343f5d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552e4a839d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.44986155, 'precision': 0.25, 'recall': 0.4, 'f1_score': 0.28, 'confusion_matrix': array([[  0,   0, 126,   0,   0],
       [  0,   0, 116,   0,   0],
       [  0,   0, 150,   0,   0],
       [  0,   0, 113,   0,   0],
       [  0,   0,  95,   0,   0]]), 'forgetting_measure': [0.48272128, 0.34867996, -0.53534347]}","{""Every task  has these classes:"": [""on"", ""nine"", ""two"", ""cat"", ""stop""]}"
"{'Name Experiment': 'Learning REPLAY with LSTM Model; no TEM (DIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552f2bb8550>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552e4cf5410>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.46525617, 'precision': 0.30454540942435404, 'recall': 0.40874450415241816, 'f1_score': 0.32623512498495876, 'confusion_matrix': array([[  0,  31,   0, 159,   0],
       [  0,  31,   0, 147,   0],
       [  0,  19,   0, 120,   0],
       [  0,  33,   0, 220,   0],
       [  0,  17,   0, 123,   0]]), 'forgetting_measure': [0.47031454, 0.0064769983, 0.043466557]}","{""Every task  has these classes:"": [""three"", ""on"", ""right"", ""four"", ""house""]}"
"{'Name Experiment': 'Learning REPLAY with LSTM Model; no TEM (DIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552f2bb8550>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552e4cf5410>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.42695923, 'precision': 0.2863157894736842, 'recall': 0.39990450725744843, 'f1_score': 0.30189107004696188, 'confusion_matrix': array([[  0,  11,   0, 132,   0],
       [  0,   4,   0, 115,   0],
       [  0,   3,   0,  81,   0],
       [  0,   6,   0, 170,   0],
       [  0,   6,   0,  72,   0]]), 'forgetting_measure': [0.41569084, -0.07467657, -0.006863789]}","{""Every task  has these classes:"": [""three"", ""on"", ""right"", ""four"", ""house""]}"
"{'Name Experiment': 'Learning REPLAY with LSTM Model; with TEM (DIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552e62dae10>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552f1e6a350>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.55944512, 'precision': 0.543979040761219, 'recall': 0.42794594742256075, 'f1_score': 0.3491062507195646, 'confusion_matrix': array([[259,   3,   1,   4,   0],
       [108,   1,   2,   0,   0],
       [178,   0,  28,   0,   1],
       [139,   0,  11,   2,   1],
       [124,   0,  35,   1,   2]]), 'forgetting_measure': [0.48675896, -0.27563164, -0.16396692]}","{""Every task  has these classes:"": [""on"", ""happy"", ""wow"", ""tree"", ""down""]}"
"{'Name Experiment': 'Learning REPLAY with LSTM Model; with TEM (DIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552e62dae10>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552f1e6a350>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.45133118, 'precision': 0.31176966700596189, 'recall': 0.4116635397123202, 'f1_score': 0.32276129833825129, 'confusion_matrix': array([[141,   0,  13,   2,   0],
       [ 77,   0,  10,   0,   0],
       [102,   0,  19,   1,   1],
       [ 86,   0,  12,   0,   1],
       [123,   0,  11,   1,   0]]), 'forgetting_measure': [0.46146528, -0.0072595105, 0.12985322]}","{""Every task  has these classes:"": [""on"", ""happy"", ""wow"", ""tree"", ""down""]}"
"{'Name Experiment': 'Learning REPLAY with LSTM Model; with TEM (DIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552eacd9bd0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552eac72890>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.52435897, 'precision': 0.5161875487299241, 'recall': 0.5217432630041997, 'f1_score': 0.4924536117615255, 'confusion_matrix': array([[ 94,  66,  18,   1,   6],
       [ 35, 128,  32,   0,   8],
       [ 54, 101,  42,   0,   4],
       [ 19,  65,  33,   0,  14],
       [ 10,  82,  41,   0,  47]]), 'forgetting_measure': [0.4475043, -0.58939785, 0.15555592]}","{""Every task  has these classes:"": [""one"", ""tree"", ""six"", ""left"", ""two""]}"
"{'Name Experiment': 'Learning REPLAY with LSTM Model; with TEM (DIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552eacd9bd0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552eac72890>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.43238035, 'precision': 0.37200583990239693, 'recall': 0.4074513946533465, 'f1_score': 0.37727672168479774, 'confusion_matrix': array([[25, 63, 34,  0, 13],
       [27, 67, 29,  0,  4],
       [41, 62, 26,  0, 13],
       [26, 36, 18,  0, 17],
       [25, 43, 17,  0, 14]]), 'forgetting_measure': [0.42901618, 0.16830753, -0.4577218]}","{""Every task  has these classes:"": [""one"", ""tree"", ""six"", ""left"", ""two""]}"
"{'Name Experiment': 'Learning REPLAY with LSTM Model; with TEM (DIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552eb2f9990>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552ea822950>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.50013278, 'precision': 0.4815393683215218, 'recall': 0.43135845720100762, 'f1_score': 0.37005660468401418, 'confusion_matrix': array([[ 16,  10,   0, 166,   3],
       [ 10,  18,   0, 158,   9],
       [  9,   2,   0,  77,   2],
       [  2,  13,   1, 240,   5],
       [  1,  11,   0, 137,  10]]), 'forgetting_measure': [0.4787448, 0.0064647924, -0.24470073]}","{""Every task  has these classes:"": [""on"", ""left"", ""marvel"", ""four"", ""two""]}"
"{'Name Experiment': 'Learning REPLAY with LSTM Model; with TEM (DIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552eb2f9990>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552ea822950>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.55380843, 'precision': 0.35570806976094986, 'recall': 0.40440694789081887, 'f1_score': 0.3315995737205541, 'confusion_matrix': array([[  6,   3,   0,  65,   4],
       [  6,   2,   0, 167,  11],
       [  4,   1,   0,  60,   1],
       [  7,   6,   0, 177,   5],
       [  6,   1,   0,  66,   2]]), 'forgetting_measure': [0.55277733, -0.031624258, 0.05280976]}","{""Every task  has these classes:"": [""on"", ""left"", ""marvel"", ""four"", ""two""]}"
"{'Name Experiment': 'Learning REPLAY with GRU Model; no TEM (DIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552e5fed610>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552e038e190>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.40925432, 'precision': 0.33434618975376358, 'recall': 0.39283223539745278, 'f1_score': 0.3374327938953967, 'confusion_matrix': array([[134,  20,   0,  53,   0],
       [140,  17,   0,  43,   0],
       [ 96,  11,   0,  38,   0],
       [147,  21,   0,  51,   1],
       [ 91,  13,   0,  24,   0]]), 'forgetting_measure': [0.39296819, -0.053085063, -0.13961224]}","{""Every task  has these classes:"": [""one"", ""seven"", ""stop"", ""zero"", ""two""]}"
"{'Name Experiment': 'Learning REPLAY with GRU Model; no TEM (DIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552e5fed610>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552e038e190>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.44784797, 'precision': 0.30110397946084723, 'recall': 0.40343859649122806, 'f1_score': 0.33098597446095878, 'confusion_matrix': array([[108,   0,   0,  44,   0],
       [ 81,   0,   0,  35,   0],
       [ 67,   0,   0,  43,   0],
       [104,   0,   0,  46,   0],
       [ 50,   0,   0,  22,   0]]), 'forgetting_measure': [0.40915823, -0.09420896, -0.334961]}","{""Every task  has these classes:"": [""one"", ""seven"", ""stop"", ""zero"", ""two""]}"
